"source","file","name_ncsa","name_rfars","label","Definition","Additional Information","value","value_label","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","903","""Petroleum Products (gasoline, kerosene)""","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","904","Lacquer Thinners","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","920","Anesthetic Gases","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","921","Amyl Nitrite","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","923","Butly Nitrite","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","924","Nitrous Oxide","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","925","Ether","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","926","Chloroform","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","940","Aerosols (hydrocarbon)","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","941","Hair spray","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","942","Insecticides","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","943","Glass Chillers","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","944","Frying Pan Lubricants","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","995","""Inhalants, Type Unknown""","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","996","Other Drug","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","997","Test For Drug, Results Unknown","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","998","Tested For Drugs, Drugs Found, Type unknown/Positive","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","999","Unknown if Tested","1","1","1","1",NA,NA,NA,NA,NA,NA
